Sinit,beta,alpha
0.29254776,2.0984411,0.20463142
0.37741318,0.4387115,0.055191834
0.26383108,0.92522043,0.0813673
0.6838936,0.94394207,0.21518533
0.7467867,0.818698,0.2037976
0.5626017,0.7131579,0.13374127
0.49404222,1.6837871,0.2772873
0.43410927,1.38969,0.20109245
0.2267797,2.7102132,0.20487377
0.17650941,2.1258621,0.12507822
0.31032166,1.4672077,0.15176876
0.15118903,1.0912805,0.054996543
0.76153916,1.0656546,0.27051258
0.88850075,0.8201036,0.24288756
0.28756624,0.7968389,0.076381326
0.37615582,2.0439548,0.25628182
0.49907154,1.732015,0.28813314
0.49323574,1.5749681,0.25894353
0.14307389,2.7526631,0.13127808
0.57366216,1.0257173,0.19613838
0.53792787,0.30259946,0.054258898
0.5639919,1.3483433,0.25348487
0.36510375,2.0782645,0.25292736
0.3943562,2.2008843,0.2893108
0.30277875,2.0332606,0.20520936
0.8496506,0.33761778,0.09561905
0.31541735,2.390421,0.25132674
0.18960889,2.5440133,0.16078918
0.2310499,1.7736304,0.13659903
0.634545,0.99167037,0.20975317
0.21345542,1.1919773,0.084811345
0.20260288,2.1216679,0.14328533
0.56179816,0.3917369,0.07335902
0.29774034,0.86697525,0.0860445
0.65567213,1.332571,0.29124323
0.3456866,1.3829188,0.15935218
0.15775563,1.0718315,0.056362484
0.32438865,1.1871691,0.12836806
0.4972282,1.2530252,0.20767982
0.388876,1.0975403,0.14226902
0.29538217,2.3631938,0.23268177
0.5665513,0.9579665,0.1809124
0.14606693,2.2723641,0.11063909
0.5858158,0.8701046,0.16990702
0.5329698,1.0361698,0.1840824
0.26619905,2.3227825,0.2061075
0.3915931,1.9458078,0.2539883
0.6245801,1.1305884,0.23538099
0.5300555,1.4031774,0.24792063
0.15589929,2.3600407,0.1226429
0.28222772,2.5327346,0.23826931
0.3874768,1.4622644,0.1888645
0.23402563,2.2477837,0.17534631
0.34017417,1.761832,0.19977657
0.7982776,0.6512773,0.17330003
0.124952026,1.4788985,0.061597124
0.36723208,1.7744311,0.21720934
0.80395555,0.89536124,0.23994355
0.4889566,1.1179761,0.18221393
0.71761125,1.1105382,0.2656449
0.89714247,0.9852159,0.29462636
0.19494307,2.583683,0.16789037
0.25151348,0.7313727,0.061316695
0.30299607,2.7426543,0.27700448
0.4647664,1.1937836,0.1849435
0.2772341,2.394496,0.22127864
0.3948712,1.7619328,0.23191218
0.3647583,1.4223851,0.17294227
0.3726325,0.8335846,0.103540234
0.12382352,2.461771,0.10160839
0.73211336,1.2192012,0.29753116
0.29106367,0.7580421,0.07354617
0.16902581,2.5121412,0.1415389
0.19033228,2.880745,0.18276624
0.36493307,0.65978444,0.08025905
0.67159146,1.2071425,0.2702355
0.38793394,1.272769,0.16458341
0.4602962,1.7076364,0.2620062
0.10745987,2.2232609,0.0796371
0.19021447,2.4654412,0.15632086
0.4661158,1.0958195,0.1702596
0.27540788,2.9038627,0.26658222
0.5611036,1.5759208,0.2947516
0.60831,1.3024933,0.26410657
0.17267816,1.6868168,0.097092144
0.44977865,1.7328929,0.25980607
0.45925,0.8767966,0.13422295
0.53990245,0.3558906,0.06404873
0.2994361,2.3753455,0.23708807
0.25830042,2.8931892,0.249104
0.17607512,1.8238046,0.1070422
0.71639764,0.7255886,0.17326999
0.5746489,1.3733346,0.26306173
0.2709043,2.559851,0.23115821
0.23098898,2.6340058,0.20280877
0.861861,0.971813,0.27918923
0.25662747,2.7487345,0.23513359
0.1575001,2.4287066,0.1275072
0.2688085,2.877137,0.25779963
0.340391,1.1239548,0.12752803
0.20801559,2.0571995,0.1426432
0.6323059,1.1495404,0.24228708
0.4368619,1.1528355,0.16787663
0.5711989,0.84711987,0.1612913
0.41933283,2.0608304,0.28805795
0.2936847,1.2683495,0.12416494
0.39163187,2.1106336,0.27553046
0.3735736,1.8788034,0.23395713
0.7258974,0.6382217,0.15442781
0.13347334,2.3335595,0.103822656
0.3207355,1.2559725,0.13427833
0.12930267,1.6517752,0.07119298
0.51971024,1.6753662,0.29023498
0.79870427,1.0359013,0.2757929
0.30230695,2.1801546,0.21969198
0.39659342,0.72389704,0.095697604
0.7085359,1.173016,0.27704132
0.1676541,1.2670212,0.07080709
0.2352682,2.982104,0.23386477
0.3437136,1.3064106,0.14967702
0.8888899,0.95299244,0.28236845
0.39009726,2.0758154,0.2699233
0.17956968,1.838817,0.11006525
0.6279084,1.2808931,0.2680945
0.2259256,2.731608,0.20571339
0.5044919,1.4546508,0.24461986
0.8145948,0.4338871,0.11781405
0.41914532,1.757605,0.24556395
0.29795083,2.6163006,0.25984296
0.4985468,1.0019602,0.16650802
0.4015987,1.1513397,0.1541255
0.3255824,0.8723398,0.09467284
0.31020537,2.1948438,0.22695076
0.31462637,2.7827275,0.2918398
0.5615658,1.0226164,0.19142213
0.41206464,2.1440415,0.29449457
0.405056,0.6618676,0.089364484
0.3376803,1.2496254,0.14065798
0.31444666,0.66363555,0.06955933
0.5204669,1.6834954,0.29206792
0.50309324,1.4876506,0.24947567
0.3357688,2.657358,0.29741928
0.42373553,1.5975732,0.22564949
0.80578506,0.76913697,0.20658636
0.3146841,1.8617015,0.19528262
0.7094524,0.6396449,0.15126587
0.6954438,1.2124407,0.28106147
0.4111509,1.5156419,0.20771918
0.37303448,1.3422365,0.16690017
0.73066556,1.1591697,0.28232178
0.5214236,1.6654296,0.28946474
0.6030116,0.81597716,0.16401456
0.31916863,1.2895547,0.13719513
0.31233805,1.3723545,0.14287952
0.21039008,2.4050844,0.16866863
0.8804546,0.9296863,0.27284887
0.256006,2.5313568,0.21601419
0.36962423,1.9844092,0.24449523
0.17998505,1.78268,0.106951915
0.13440397,2.7147167,0.12162289
0.2995489,1.5205435,0.1518257
0.26388338,2.8471148,0.25043544
0.17346798,2.313227,0.13375694
0.5218208,1.4663814,0.25506276
0.27310616,1.4873842,0.13540459
0.41348073,2.011458,0.27723303
0.19422668,2.8432395,0.18407767
0.88405395,0.9658324,0.284616
0.5061819,0.6385566,0.10774193
0.85897684,1.0206908,0.29224992
0.68669873,1.1440359,0.26186934
0.41350225,1.5790092,0.21764128
0.7166243,0.9826955,0.23474117
0.17865112,1.2643268,0.075291134
0.35745308,2.0197325,0.24065319
0.8978714,0.8335523,0.24947426
0.20223078,2.8254611,0.19046508
0.7332604,0.64675385,0.15807965
0.318917,0.5822715,0.06189876
0.3423087,1.8333349,0.20918882
0.40892187,1.0623689,0.14480862
0.79672325,1.0503961,0.27895832
0.39849618,0.46643394,0.061957378
0.52819246,0.9044185,0.15923569
0.36251217,2.356338,0.28473374
0.12410158,1.2942777,0.053540632
0.2719062,2.1585672,0.19564259
0.8441478,1.019548,0.2868831
0.51286775,1.0593171,0.18109652
0.2115599,2.3827722,0.16803302
0.4039638,2.0197167,0.27196416
0.3100534,2.0614805,0.21305636
0.8990555,0.46187726,0.13841777
0.71068263,1.2121205,0.28714433
0.18979321,1.5652325,0.099023506
0.1889921,1.4244347,0.089735635
0.31574094,1.1555703,0.12162029
0.32943404,1.9456588,0.21365543
0.46331933,1.6185051,0.24996158
0.47550192,0.7097132,0.11249
0.68663955,0.8651772,0.19802164
0.43448284,1.8458997,0.26733726
0.89265597,0.38566348,0.11475493
0.103329204,2.7448256,0.094540216
0.10032139,1.5100296,0.05049609
0.8493438,0.6918229,0.19586515
0.18682519,2.3581285,0.1468526
0.28321618,0.9750219,0.09204732
0.6344357,1.2851593,0.27178365
0.8750878,0.6140064,0.17910317
0.8719726,1.0263944,0.29832926
0.5066953,1.7688814,0.29876128
0.1516881,1.4470513,0.073166825
0.5678623,1.4491452,0.27430496
0.18240039,2.1182623,0.12879062
0.3624013,1.8981471,0.22929698
0.4268184,0.6313749,0.08982748
0.35784832,1.031328,0.123019665
0.6639217,0.79886764,0.17679518
0.42878848,1.3484008,0.19272624
0.62837243,1.3588915,0.28462997
0.2359143,1.3231037,0.10404636
0.5870579,0.5683363,0.11121544
0.3125385,2.6106513,0.27197635
0.24353068,2.6738825,0.21705747
0.7365031,1.1055242,0.27140737
0.5528501,1.4696298,0.27082834
0.16602835,0.98218006,0.05435658
0.7283257,0.9479501,0.23013884
0.36701068,1.3774028,0.16850719
0.54435176,0.8460576,0.15351765
0.78810763,1.0082121,0.2648599
0.4171092,0.9750564,0.13556832
0.48481092,0.6459699,0.1043911
0.3711302,1.5822924,0.1957455
0.28254533,2.0321083,0.19138758
0.5369817,0.47388068,0.084821746
0.31593376,1.6502253,0.1737873
0.21130995,2.9113588,0.20506637
0.25305784,2.950218,0.24885857
0.11636401,2.6022534,0.10093622
0.45113984,1.4380425,0.21625276
0.612057,0.8386799,0.17110664
0.610371,1.2808236,0.26059255
0.19546764,2.7064216,0.17633928
0.25195998,2.6156352,0.21967846
0.79702073,0.7111466,0.18893287
0.19251607,2.820448,0.18099385
0.3557236,1.0247016,0.12150352
0.6492531,1.3023837,0.28185886
0.7148122,1.2415146,0.2958166
0.4260368,1.630816,0.23159589
0.26930332,2.5411224,0.22811091
0.28566438,1.761625,0.16774452
0.2718681,0.8939887,0.081015676
0.7911194,0.44087318,0.1162611
0.10117392,2.4835947,0.08375834
0.24917942,0.91959316,0.07638123
0.28738832,1.2172741,0.11661012
0.454409,1.4278669,0.21627854
0.20345968,2.5420897,0.17240424
0.30307972,2.9433815,0.29735973
0.23027596,1.2858872,0.09870297
0.7658055,1.155039,0.29484504
0.27527243,2.1803157,0.20006028
0.3210596,1.8449587,0.19744724
0.4669524,1.5311106,0.23831859
0.37889445,1.9946171,0.25191644
0.4377077,1.7069995,0.24905561
0.101180345,2.9213514,0.09852778
0.1523484,2.9873416,0.15170558
0.6155438,0.8398474,0.17232095
0.64556056,1.1484954,0.24714112
0.7521752,0.73258895,0.18367842
0.6163146,0.9487404,0.19490752
0.36019993,0.84476095,0.101427615
0.5335158,0.83067733,0.14772649
0.20631802,1.5926924,0.10953371
0.36395025,1.3231947,0.1605257
0.17024049,2.4052696,0.13649143
0.13374068,2.3797042,0.10608775
0.37833285,0.43475133,0.054826908
0.31870338,2.182712,0.23187922
0.31271866,2.7287993,0.28444883
0.19520101,1.3045249,0.08488152
0.34312925,1.4480788,0.16562606
0.48080063,1.8678874,0.29936048
0.5984129,1.0804846,0.2155253
0.45003107,1.8098714,0.27149945
0.69243485,0.92644984,0.21383539
0.3137349,1.5388904,0.16093452
0.25419,1.6630058,0.14090648
0.455694,0.76540715,0.11626381
0.40807587,1.4056449,0.19120325
0.5753907,1.423093,0.2729448
0.7724786,0.356284,0.091740586
0.31692433,2.2059376,0.23303844
0.15509667,1.8594611,0.09613207
0.11187792,2.4926972,0.09295926
0.80936235,1.0579329,0.28541702
0.32278922,1.842731,0.19827123
0.5518015,0.3943547,0.07253517
0.2556535,1.6797951,0.14314851
0.20149037,1.961457,0.13173823
0.48734802,1.7045513,0.27690324
0.34076008,2.1835575,0.24802308
0.40536788,1.3076096,0.17668764
0.42404926,1.0787867,0.15248623
0.13016772,1.6589957,0.07198257
0.38233462,2.1655898,0.27599332
0.351981,2.1359932,0.25060967
0.52695054,1.5742085,0.27651
0.8670634,0.4210232,0.1216846
0.36013642,1.3087076,0.15710442
0.216269,2.263032,0.16314122
0.64924395,1.0222862,0.2212377
0.8292771,0.43227774,0.11949267
0.7397094,0.6354956,0.15669401
0.4842628,0.61529493,0.099321485
0.1448312,1.8274589,0.08822435
0.391177,0.4513345,0.058850557
0.6892005,0.4545058,0.104415216
0.73900217,1.0228145,0.25195402
0.8224323,0.86806756,0.2379756
0.8610581,0.7196314,0.20654814
0.7328661,1.0966201,0.26789188
0.50167835,0.7388699,0.123558335
0.81947505,0.91799325,0.25075755
0.5704258,0.54335755,0.103315055
0.48683968,1.4316711,0.23233142
0.3934938,1.5761741,0.20673825
0.42552787,0.7274136,0.10317825
0.81456435,0.6010991,0.1632113
0.2627698,2.7116222,0.2375108
0.68506765,1.1944487,0.27275938
0.29979438,2.3049664,0.23033865
0.43244502,1.4525898,0.2093884
0.14705062,1.7097877,0.08380845
0.39334428,1.7775706,0.23306574
0.7380035,0.96092224,0.23638798
0.44178858,1.5875847,0.23379228
0.4823557,1.5123308,0.24316046
0.7078467,1.1716659,0.2764533
0.4549789,1.1052004,0.1676143
0.16595721,2.8171413,0.15584165
0.296085,0.8218667,0.08111413
0.6051339,1.3992593,0.2822464
0.13380745,1.8145671,0.0809342
0.7549392,0.4875366,0.122686826
0.47029364,1.0399894,0.16303346
0.82139266,0.9404669,0.25749752
0.41069755,2.0259855,0.27735576
0.53916955,1.3602381,0.2444663
0.699578,1.0697968,0.24946877
0.58881134,1.228583,0.24113455
0.7978932,0.79422396,0.21123531
0.1487516,2.2250726,0.110327706
0.7214315,1.0881788,0.26168215
0.1577976,2.3892322,0.12567171
0.22129355,1.7547748,0.12944013
0.30587062,0.98906577,0.10084205
0.2493188,2.5756247,0.21405056
0.5964412,1.1796293,0.23452652
0.82148844,0.7757964,0.21243593
0.83677113,0.45849603,0.12788542
0.5191846,1.3144519,0.22748107
0.21394527,2.5166168,0.17947276
0.45976934,1.0895742,0.16698427
0.48193106,0.8982899,0.1443046
0.36107063,2.1949663,0.26417932
0.6046038,0.8041808,0.16207026
0.4069606,1.5007274,0.203579
0.4482513,1.8058223,0.26982072
0.1020619,1.9068589,0.06487254
0.48957813,1.6597244,0.27085492
0.6179494,1.2354984,0.25449187
0.38058305,0.6859136,0.0870157
0.32882205,1.9717646,0.21611989
0.25418162,2.765904,0.2343473
0.8555899,0.56543887,0.16126128
0.1559576,1.9661238,0.10221065
0.7181703,0.6498227,0.15556112
0.5159576,1.582911,0.2722383
0.66620505,0.71638244,0.15908587
0.28432497,2.1990116,0.20841129
0.5021496,0.8411053,0.14078689
0.32702428,1.892349,0.20628136
0.86407554,0.93266827,0.26863194
0.83339304,0.47681454,0.13245797
0.13048007,2.9629366,0.12886806
0.2038276,2.2050042,0.14981358
0.35596037,2.2651055,0.2687626
0.53763545,1.0705719,0.19185913
0.33623716,1.340965,0.1502941
0.6318716,1.031053,0.21716437
0.8228004,0.45774004,0.1255429
0.817206,0.76255894,0.20772259
0.54277796,0.36045963,0.06521651
0.4531623,0.9913832,0.1497525
0.502222,1.5024909,0.251528
0.5313952,0.5244911,0.09290402
0.56259334,1.394948,0.26159617
0.27009445,2.7392337,0.24661729
0.2868644,1.6868558,0.16129963
0.43010813,1.4130217,0.20258404
0.25273275,1.5626593,0.13164505
0.74359787,1.0215944,0.25321847
0.63246197,1.2936454,0.27272716
0.24492499,2.101003,0.17152938
0.7082563,0.8140445,0.19218405
0.31418222,2.780262,0.2911696
0.38503316,1.943378,0.24942164
0.5463576,1.5084629,0.27472004
0.37056625,2.0102527,0.24831061
0.61793727,0.33469722,0.068940625
0.82693213,0.94289005,0.25990203
0.31269166,2.5167372,0.26232094
0.71018606,0.8692606,0.20577891
0.6872659,1.1322063,0.2593756
0.19115809,2.0934901,0.13339587
0.7475283,0.8220927,0.20484585
0.29538172,2.3391302,0.23031211
0.38943726,1.508903,0.19587435
0.30401677,2.4709496,0.25040337
0.41360325,1.8433895,0.25414395
0.38603613,1.3550733,0.17436908
0.45396456,0.9711174,0.14695096
0.3073959,1.0650585,0.10913154
0.34182173,2.3724818,0.27032197
0.21731247,2.4593337,0.17814796
0.24440691,2.2302885,0.1816993
0.3470372,1.8972183,0.21946844
0.41836405,1.9804279,0.27617994
0.5354356,0.9847425,0.17575541
0.46059656,1.3887166,0.2132127
0.26803195,2.3476338,0.20974694
0.356382,2.222775,0.26405233
0.31144696,1.1322253,0.11754271
0.13720928,2.512917,0.11493185
0.8706054,0.77088916,0.22371343
0.16859914,1.0006553,0.05623654
0.28616044,1.3007493,0.12407433
0.8965086,0.9281173,0.27735505
0.28705385,2.3331683,0.2232483
0.83082706,0.79509413,0.22019525
0.19227485,2.5875888,0.16584276
0.37694445,2.297078,0.28862357
0.61254257,1.1022011,0.22504835
0.30155775,1.2855695,0.12922448
0.5988713,0.95964104,0.19156715
0.22292678,2.182482,0.16217789
0.87041223,0.9014314,0.26153895
0.7748978,0.9303541,0.2403098
0.6277169,0.5803117,0.121423826
0.505796,0.86654377,0.14609814
0.13860461,1.2860563,0.059417773
0.28336188,2.0696988,0.19549125
0.46907166,0.510443,0.07981145
0.18354073,2.314185,0.1415824
0.35438302,1.8592701,0.21963124
0.74620587,1.0157586,0.252655
0.31583798,0.5082786,0.05351123
0.25499865,2.059259,0.17503609
0.2501591,1.752186,0.14610842
0.36433342,2.4124649,0.29298052
0.32562947,1.3958986,0.15151525
0.45328298,0.4424841,0.06685684
0.24334939,1.1398987,0.092464544
0.6616908,1.0540895,0.23249379
0.28240094,2.9619598,0.27882007
0.49316218,1.7640831,0.28999305
0.39712554,1.5320315,0.20280294
0.7223467,0.3743319,0.090132475
0.61998504,0.5166379,0.106769264
0.19218963,1.3494995,0.08645327
0.28501025,2.688117,0.2553803
0.73228794,0.9394732,0.22932164
0.24921276,2.0779572,0.17261782
0.2580098,2.9361224,0.25251612
0.39267743,2.1163166,0.2770099
0.23477234,2.6231194,0.20527862
0.5646116,1.474978,0.27759656
0.23738486,1.512793,0.119704716
0.28236622,0.75052226,0.07064071
0.46088773,1.5706644,0.24129999
0.22211975,2.1068013,0.15598738
0.12828983,2.518202,0.10768658
0.71293414,0.9228899,0.2193199
0.23479539,1.7403083,0.13620546
0.6757669,1.2369976,0.27864066
0.5162628,0.54633707,0.09401784
0.51707685,0.8197397,0.14128949
0.2875496,1.1662244,0.11178245
0.27682695,2.868342,0.26467812
0.53417003,0.9171167,0.16329876
0.21487586,1.7398744,0.124619
0.50476575,1.4808564,0.24916187
0.8143135,0.9345542,0.25367337
0.25780362,1.0956844,0.09415713
0.7337408,0.92375124,0.22593132
0.13067162,1.7885448,0.07790401
0.6613807,1.1810238,0.2603688
0.22475353,2.05042,0.15361305
0.10684938,2.3482141,0.08363508
0.5588348,1.5765616,0.29367915
0.10528767,2.9615126,0.10393692
0.68699855,1.1984736,0.27444988
0.46111897,1.795459,0.2759734
0.7690009,0.57441765,0.14724256
0.39504734,2.1238747,0.279677
0.8277549,0.5743994,0.1584873
0.39868206,1.4184073,0.18849786
0.5867785,1.2760465,0.24958557
0.47105765,0.61450577,0.09648922
0.52779096,0.80118394,0.14095254
0.25187427,0.9712973,0.081548266
0.72675663,1.0992224,0.26628906
0.35681707,2.3653493,0.28133234
0.1636845,2.0160503,0.10999873
0.1333435,2.5471857,0.11321688
0.7325093,1.1227092,0.27413163
0.79917467,0.491871,0.13103028
0.15761566,2.8727455,0.15092988
0.82774967,0.9997999,0.27586135
0.41872653,0.54523903,0.07610202
0.1963848,2.6127384,0.17103404
0.30614254,1.5229023,0.15540838
0.29919025,2.6143858,0.26073292
0.4622357,0.35113758,0.054102775
0.45202693,1.3039303,0.19647053
0.27074286,2.8920662,0.26100212
0.45396894,1.5227389,0.23042539
0.37370327,2.0779076,0.2588403
0.2310146,2.0729926,0.15963052
0.39648694,1.771461,0.23412038
0.53673553,0.94798297,0.16960537
0.7915316,0.8986532,0.23710415
0.2527083,2.8052855,0.2363063
0.4939148,1.6863633,0.27763996
0.14101408,2.964927,0.1393655
0.3534507,2.485002,0.2927752
0.6196171,1.0573088,0.21837553
0.28615582,1.694615,0.16164131
0.28931227,2.216663,0.21376927
0.3468166,2.074583,0.23983328
0.46629965,0.59286904,0.09215155
0.8244014,0.69257224,0.19031918
0.33551866,2.0513453,0.22942156
0.57652205,0.60988766,0.11720456
0.6205638,0.97821575,0.20234843
0.65428865,1.3465519,0.2936779
0.33326074,0.8425672,0.093598194
0.22472836,1.4594493,0.10932655
0.17739719,2.5196884,0.1489952
0.3467536,1.7765477,0.20534143
0.5992252,1.1208827,0.22388707
0.40673518,2.120137,0.28744474
0.76823264,0.9237685,0.23655637
0.3803776,1.2185599,0.1545043
0.8642129,0.65840214,0.18966654
0.4136903,2.0274556,0.27957958
0.40339342,1.3742915,0.1847934
0.23192328,2.9971588,0.23170362
0.72264355,0.32571805,0.07845935
0.8885323,0.8764283,0.2595783
0.5509879,1.5219696,0.27952895
0.28171605,1.9190311,0.1802073
0.57839656,1.5548582,0.2997749
0.3478728,1.4764112,0.1712011
0.3638087,2.0673034,0.25070098
0.8170224,0.37220693,0.10136713
0.5659447,1.5264148,0.28795543
0.2604876,2.6962278,0.2341113
0.43629017,1.0469142,0.1522528
0.75271666,0.47488457,0.119151175
0.8998727,0.4406611,0.13217963
0.5572415,1.2964205,0.24080643
0.77611166,0.5395559,0.13958521
0.16700298,2.4933918,0.13880128
0.162896,1.4460714,0.07851975
0.62799835,0.6359094,0.13311668
0.34580067,2.0254445,0.23346668
0.81391305,0.9934125,0.26951712
0.89330935,0.6601839,0.19658282
0.6984254,0.85421145,0.19886766
0.26786622,1.713183,0.15296796
0.5878742,0.71155834,0.13943559
0.28401986,1.6099125,0.15241571
0.31254846,1.6213187,0.16891356
0.25278616,2.8095667,0.23673987
0.4843182,0.8394522,0.13552065
0.86073774,0.7220399,0.2071623
0.30720997,2.5100987,0.25704244
0.3141169,1.258885,0.13181235
0.64166117,1.2640985,0.27037433
0.56644833,1.5484502,0.29237235
0.3200559,2.377902,0.2536872
0.4785957,1.2781651,0.2039081
0.22079228,2.4271457,0.17863168
0.3648873,2.1738882,0.26440805
0.70802903,1.0839027,0.25581154
0.8237538,0.6341865,0.17413785
0.27893814,2.0133777,0.18720262
0.47527304,1.5855447,0.25118887
0.6897686,0.8240699,0.18947251
0.47453728,0.78132653,0.12358952
0.5883683,1.3795371,0.27055863
0.8187567,0.8579324,0.23414597
0.32953665,1.9366983,0.2127377
0.3332513,1.9734546,0.21921878
0.3506078,1.3637227,0.15937728
0.28724322,2.5884247,0.2478358
0.8346425,0.52837086,0.14700027
0.72444975,0.8234584,0.1988514
0.7118094,1.0873597,0.2579976
0.5728246,1.5326304,0.2926428
0.7510183,0.8995413,0.22519065
0.68047744,1.0297651,0.23357733
0.7199265,0.6444616,0.15465498
0.6820937,1.2768162,0.29030275
0.5263822,0.44160494,0.077484325
0.36594415,2.3422732,0.2857137
0.5175079,1.1520358,0.1987292
0.7281876,0.37432495,0.09085959
0.61474866,0.92861605,0.19028848
0.16272867,2.927022,0.15877013
0.39350954,0.4274428,0.056067605
0.6745687,1.2905059,0.2901783
0.5502425,0.81781864,0.14999951
0.30715805,1.928837,0.19748594
0.6231886,0.7026099,0.14595282
0.60817975,0.84091014,0.17047484
0.31114534,2.7454958,0.28474942
0.5103964,1.300152,0.22119765
0.42072198,0.7066142,0.099096045
0.18883361,0.9450165,0.059483625
0.20690504,2.050105,0.14139237
0.3115036,1.6286781,0.16911303
0.7554485,1.0560414,0.2659283
0.252444,1.9945519,0.16783755
0.388571,0.7916022,0.10253122
0.81284815,0.97258425,0.2635211
0.8858617,1.0075195,0.29750764
0.18695782,0.8729959,0.054404467
0.8240456,0.94289064,0.25899497
0.14031376,2.6783185,0.12526831
0.6434892,1.0514107,0.22552378
0.4415536,0.41207555,0.06065115
0.25863922,2.80155,0.24153021
0.29017562,0.93370473,0.09031279
0.30053678,1.3377221,0.13401157
0.2348172,2.4557338,0.19221617
0.2097519,2.1729314,0.15192549
0.32666728,2.2890494,0.2492525
0.74661434,1.1771721,0.29296452
0.43179396,1.9534693,0.28116542
0.26179737,1.7896672,0.15617673
0.20212838,2.9794722,0.20074528
0.18196742,2.3814642,0.14444964
0.5564662,1.4623884,0.2712566
0.37066936,1.1448733,0.14145648
0.690769,1.1954757,0.27526587
0.27615428,1.7263885,0.15891652
0.7373939,0.5991326,0.14726558
0.46012226,1.9555264,0.29992706
0.36693874,1.1737593,0.14356592
0.21866247,2.682451,0.19551712
0.17549556,2.736133,0.16005974
0.39198306,2.0361786,0.26604918
0.5520277,1.5613625,0.28730512
0.5784932,1.2720913,0.24529871
0.20005971,0.9663037,0.06443948
0.24325542,1.7625058,0.14291301
0.50346565,1.6162865,0.27124828
0.444166,1.7333126,0.2566262
0.13260947,1.2882334,0.056943987
0.40583366,1.9665852,0.26603547
0.30755788,2.4783924,0.25408304
0.5428261,0.49788433,0.090088196
0.3603025,1.4357829,0.17243874
0.65513974,1.1828179,0.25830367
0.5847766,1.266068,0.24678896
0.2415184,2.746935,0.22114511
0.2421571,2.064646,0.16665624
0.5062758,0.7384052,0.12461222
0.22567199,2.4428504,0.18376096
0.3672625,1.0503963,0.12859039
0.80078024,0.72890717,0.19456482
0.60325015,1.4379475,0.28914738
0.43961525,1.7885021,0.26208428
0.35655397,1.5416757,0.18323019
0.57199764,1.5011067,0.28620982
0.3510094,1.9641513,0.22981186
0.70040196,0.6691937,0.15623485
0.44927385,1.855733,0.27791077
0.6633024,1.3101761,0.28968102
0.5266403,1.6535151,0.29026923
0.25328854,1.7968096,0.15170376
0.63075376,1.3676312,0.28754616
0.4682423,1.039251,0.16220708
0.43658957,1.8121622,0.2637237
0.43396956,2.0283823,0.2934187
0.26146486,2.9052954,0.25321087
0.8366721,1.0193591,0.2842898
0.4154528,2.1188326,0.29342496
0.2307772,2.5470278,0.19593199
0.30492255,1.6903632,0.17180996
0.71851295,0.60344535,0.14452778
0.29181376,2.6373518,0.2565385
0.59508497,0.38002548,0.07538248
0.2613249,2.3234172,0.20238894
0.8568998,0.657457,0.18779159
0.31136018,2.494185,0.2588633
0.3138793,0.66690403,0.06977579
0.32000458,2.7233348,0.29049322
0.7476135,0.39355198,0.09807493
0.22660205,1.795737,0.13563924
0.5054335,1.1013957,0.18556076
0.4794052,1.8550131,0.2964343
0.36217058,1.7882924,0.21588896
0.2922343,1.8678086,0.1819459
0.3044519,2.8982506,0.29412597
0.40223148,1.3299615,0.17831747
0.33540452,1.6917208,0.18913694
0.18715581,2.8177161,0.17578399
0.4704932,1.6427658,0.2576367
0.49594212,1.4048975,0.23224927
0.5785029,1.5211316,0.29332635
0.39826304,1.5730193,0.20882514
0.14363593,1.95493,0.0935994
0.30317503,2.193072,0.22162823
0.2561936,1.0903126,0.093110375
0.2285135,2.6534202,0.2021141
0.5586803,0.93049693,0.17328343
0.26151213,2.3403258,0.20400786
0.33346698,1.5874548,0.17645457
0.6755475,0.9161422,0.20629919
0.5341742,1.0391183,0.1850234
0.30754495,1.353739,0.13877854
0.43937245,0.8638608,0.12651888
0.25273645,2.1303253,0.17947029
0.5958367,0.51729,0.102740124
0.21594536,2.122549,0.15278487
0.5044963,1.6763685,0.28190723
0.40366006,0.9078644,0.1221562
0.17626037,2.0141177,0.11833637
0.26516524,1.9082346,0.16866583
0.28514084,1.9075665,0.18130839
0.35663843,1.347833,0.1602297
0.610655,0.5587308,0.11373058
0.2986785,1.3098874,0.13041173
0.42275828,1.1328292,0.15963763
0.6168224,0.50546,0.10392636
0.34221318,1.8205152,0.2076681
0.12131738,1.6195399,0.06549278
0.30982542,1.410531,0.1456728
0.19781561,2.899735,0.19120426
0.114977285,2.8603604,0.10962549
0.50816786,0.40531924,0.068656735
0.70237166,1.1928496,0.27927458
0.5884025,0.981803,0.19256511
0.5874896,1.0689094,0.20932437
0.59525555,0.9622942,0.19093698
0.40869778,1.8247141,0.24858554
0.13059069,2.110643,0.091876775
0.55876195,0.911397,0.16975132
0.35605538,2.4191494,0.28711703
0.5014906,0.5120443,0.08559513
0.84202975,0.8241273,0.23131323
0.7799238,0.89473414,0.23260815
0.5199833,0.6863075,0.11895614
0.51374364,0.83198774,0.14247613
0.7397323,0.96508545,0.23796831
0.59733754,0.76634,0.15258789
0.3526961,1.2716633,0.14950356
0.81680113,0.90811783,0.24725056
0.5164969,1.2795515,0.2202948
0.51882267,0.8556733,0.1479809
0.33678043,1.7397197,0.19530119
0.14927293,1.4302055,0.071163654
0.601661,1.3538971,0.27152905
0.4927647,0.83348095,0.13690333
0.28921923,2.22604,0.2146045
0.3255263,1.3109761,0.14225242
0.19691259,1.4036152,0.092129834
